Entry	Araport
A0A7G2F9Y3	
A0A7G2FA98	
A0A7G2FAK1	
A0A7G2FAL3	
A0A7G2FAV7	
A0A7G2FB42	
A0A7G2FCH1	
A0A7G2FCK0	
A0A7G2FCV8	
A0A7G2FD63	
A0A7G2FDA5	
A0A7G2FE68	
A0A7G2FEC7	
A0A7G2FEG9	
A0A7G2FEP1	
A0A7G2FEP8	
A0A7G2FEY3	
A0A7G2FEY7	
A0A7G2FFH1	
A0A7G2FFW6	
A0A7G2FGJ2	
A0A7G2FGK3	
A0A7G2FGP9	
A0A7G2FGQ6	
A0A7G2FH43	
A0A7G2FHE6	
A0A7G2FIC5	
A0A7G2FIG6	
A0A7G2FIH1	
A0A7G2FIT2	
A0A7G2FIU4	
A0A7G2FJC8	
A0A7G2FJJ0	
A0A7G2FJK6	
A0A7G2FJV6	
A0A7G2FJY3	
A0A7G2FK63	
A0A7G2FKG2	
A0A7G2FKQ5	
A0A7G2FKW1	
A0A7G2FKZ3	
A0A7G2FL54	
A0A7G2FL79	
A0A7G2FLA8	
A0A7G2FLK6	
A0A7G2FLY0	
A0A7G2FMW7	
A0A7G2FN67	
A0A7G2FPF3	
A0A7G2FQN9	
A0A8F5GFL0	
A0A8F5GFN2	
A0A8F5GFR7	
A0A8F5GGG1	
A0A8F5GHA9	
A0A8F5GHB8	
A0A8F5GJ77	
A0A8F5NY46	
A0A8F5NZZ1	
A0A8F5P166	
A0A8F5P2E4	
A0A8F5P2G6	
A0A8F5P2H6	
A0A8F5P390	
A0A8F5P3A0	
A0A8F5P3A9	
A0A8F5P3B9	
A0A8F5P3U5	
A0A8F5P3V4	
A0A8F5P482	
A0A8F5S1Q2	
A0A8F5S1Q7	
A0A8F5S1X0	
A0A8F5S1X6	
A0A8F5S2D1	
A0A8F5S2E4	
A0A8F5S3M3	
A0A8F5S3N0	
A0A8F5V778	
A0A8F5V797	
A0A8F5V799	
A0A8F5V7B2	
A0A8F5V7B8	
A0A8F5V7C9	
A0A8F5V8I7	
A0A8F5V8L5	
A0A8F5V9C1	
A0A8F5V9F8	
A0A8F5V9P9	
A0A8F5V9U0	
A0A8F5V9V7	
A0A8F5VAU6	
A0A8F5VAX1	
A0A8F5Z7U4	
A0A8F5Z885	
A0A8F5Z890	
A0A8F5Z9B4	
A0JJX5	AT5G11100;
A0JPZ8	AT1G79700;
A0MDQ1	AT2G45695;
A0MFH2	
A0MFS5	AT4G01037;
A1A6K6	AT1G76940;
A1L4V7	AT3G26115;
A1L4Y1	AT3G10350;
A1L4Y2	AT1G32780;
A2RVL7	
A2RVM8	AT1G23000;
A2RVQ4	AT1G11500;
A2RVS4	AT4G31310;
A3KPG1	
A4D998	AT1G25330;
A5PHT0	AT1G24485;
A6QRA1	AT4G14660;
A8MQ88	AT5G59010;
A8MQJ1	AT4G28680;
A8MQP1	AT4G13940;
A8MQQ8	
A8MQS2	AT1G79700;
A8MQS5	AT5G44578;
A8MQX7	AT1G17160;
A8MQY4	AT5G14740;
A8MR05	AT5G13630;
A8MRC4	AT1G30230;
A8MRC6	AT5G43525;
A8MRC7	AT1G05170;
A8MRF4	AT4G37530;
A8MRH2	AT4G33770;
A8MRK9	AT2G29540;
A8MRP2	AT2G24390;
A8MRP9	AT2G05830;
A8MRU6	AT5G44582;
A8MRW1	AT2G45960;
A8MRW9	AT2G19860;
A8MRX5	AT4G19230;
A8MS65	AT4G17730;
A8MS82	AT2G47160;
A8MS84	AT4G21980;
A9JTY4	AT2G04395;
B0F9L7	AT1G18190;
B0FWI4	
B0FWI5	
B0FWI9	
B0FWJ1	
B0FWJ8	
B1PXB9	
B1PXC1	
B3H4G2	AT3G23890;
B3H4G6	AT4G24230;
B3H4I6	AT3G53520;
B3H4K7	AT3G15340;
B3H587	AT1G73550;
B3H5D9	AT1G69530;
B3H5Q1	AT1G02850;
B3H5R0	AT2G41451;
B3H5R8	AT5G55856;
B3H5S5	AT1G01910;
B3H632	AT5G23250;
B3H658	AT3G49680;
B3H6B0	AT5G09900;
B3H6D1	AT3G61850;
B3H6E4	AT4G14710;
B3H6Z8	AT1G63640;
B3H700	AT4G38600;
B3H707	AT1G74140;
B3H7F6	AT3G22380;
B3H7G2	AT3G61113;
B3H7M2	AT2G21230;
B3H7M6	AT1G10060;
B3LF83	AT4G15440;
B3LFA3	AT4G13800;
B3LFA4	AT5G38830;
B5TYT3	AT1G11960;
B5X4Z4	AT4G37670;
B5X561	AT1G17040;
B5X565	AT3G12080;
B5X570	AT1G33060;
B6EXY6	AT1G78950;
B7SY83	AT1G34355;
B7ZWR7	AT1G22460;
B9DFI7	AT1G26850;
B9DFV2	AT5G47430;
B9DG18	AT1G20620;
B9DG24	AT1G55300;
B9DH14	
B9DH52	AT1G08110;
B9DH71	
B9DH83	
B9DH97	AT2G33120;
B9DHE0	
B9DHH9	AT5G14200;
B9DHM5	AT4G15530;
B9DHQ7	
C0SV51	AT2G18750;
C0SVH2	
C0SVS4	AT5G45580;
C0SVV6	AT5G62570;
C0Z274	AT1G80910;
C0Z2R5	AT4G37530;
C0Z2Z7	AT2G47900;
C0Z3I3	AT1G15110;
D5K211	
D9UBX4	
D9UBX6	
D9UC01	
E7CHF4	
E9KSP0	AT1G06490;
F4HNU6	AT1G06900;
F4HP88	AT1G19650;
F4HPA7	AT1G26665;
F4HPC1	AT1G26770;
F4HPF1	AT1G32950;
F4HPK7	AT1G44900;
F4HPP7	AT1G53023;
F4HQ30	AT1G66970;
F4HQB1	AT1G79810;
F4HQC0	AT1G79840;
F4HR03	AT1G20000;
F4HR11	AT1G20060;
F4HRC0	AT1G45231;
F4HRC1	AT1G45233;
F4HRC9	AT1G45249;
F4HS68	AT1G80410;
F4HSD4	AT1G07615;
F4HSQ2	AT1G20150;
F4HSU3	AT1G20550;
F4HT21	AT1G33970;
F4HT41	AT1G34065;
F4HT49	AT1G34140;
F4HTL8	AT1G67460;
F4HTQ1	AT1G67690;
F4HTT6	AT1G74070;
F4HU83	AT1G01950;
F4HU93	AT1G07890;
F4HUC4	AT1G08065;
F4HUS8	AT1G27770;
F4HV09	AT1G34575;
F4HVC3	AT1G61560;
F4HVH9	AT1G67890;
F4HVN0	AT1G74420;
F4HW29	AT1G08450;
F4HW30	AT1G08450;
F4HW65	AT1G14460;
F4HW72	AT1G14520;
F4HWB6	AT1G20925;
F4HWE6	AT1G21170;
F4HWF9	AT1G21320;
F4HWL3	AT1G28340;
F4HWL4	AT1G28350;
F4HWW5	AT1G54390;
F4HWX0	AT1G54440;
F4HX14	AT1G61850;
F4HXR5	AT1G08840;
F4HXV6	AT1G14850;
F4HXW9	AT1G14970;
F4HY36	AT1G21650;
F4HYD7	AT1G35470;
F4HYH1	AT1G48520;
F4HYJ7	AT1G48650;
F4HYR4	AT1G62330;
F4HZC3	AT1G08990;
F4HZE0	AT1G09130;
F4HZF0	AT1G09170;
F4HZN9	AT1G21750;
F4HZX7	AT1G29200;
F4HZZ4	AT1G35625;
F4HZZ5	AT1G35630;
F4I079	AT1G55250;
F4I0D4	AT1G62800;
F4I0G7	AT1G63010;
F4I0I3	AT1G68990;
F4I0K9	AT1G69240;
F4I107	AT1G09550;
F4I111	AT1G09575;
F4I114	AT1G09600;
F4I116	AT1G09620;
F4I1H5	AT1G29440;
F4I1S8	AT1G49540;
F4I1T9	AT1G55550;
F4I214	AT1G63260;
F4I266	AT1G69530;
F4I274	AT1G69580;
F4I2A4	AT1G76170;
F4I2Q0	AT1G10060;
F4I2S4	AT1G16020;
F4I2Y3	AT1G22670;
F4I3B3	AT1G49600;
F4I3H1	AT1G55900;
F4I3J0	AT1G56050;
F4I403	AT1G76680;
F4I4A6	AT1G10300;
F4I4E1	AT1G10585;
F4I4P3	AT1G23230;
F4I4X6	AT1G50030;
F4I4Z2	AT1G50200;
F4I529	AT1G56340;
F4I5D5	AT1G70260;
F4I5P3	AT1G04510;
F4I615	AT1G16890;
F4I6G9	AT1G30820;
F4I6V0	AT1G70630;
F4I6W4	AT1G70730;
F4I7F8	AT1G11280;
F4I7L1	AT1G17520;
F4I7W2	AT1G31170;
F4I7Y2	AT1G50970;
F4I839	AT1G57590;
F4I878	AT1G64690;
F4I896	AT1G64810;
F4I8F9	AT1G71200;
F4I8H8	AT1G71340;
F4I8K2	AT1G77860;
F4I8R6	AT1G05420;
F4I8T3	AT1G05570;
F4I8U2	AT1G05610;
F4I8U6	AT1G11330;
F4I9A1	AT1G24460;
F4I9D5	AT1G31420;
F4I9E1	AT1G31470;
F4I9N7	AT1G57870;
F4I9Q5	AT1G58060;
F4I9R6	AT1G58160;
F4IA25	AT1G71750;
F4IA73	AT1G78360;
F4IAE4	AT1G05890;
F4IAE9	AT1G05910;
F4IAL1	AT1G11990;
F4IAR2	AT1G18410;
F4IB69	AT1G51850;
F4IBB2	AT1G58280;
F4IBE4	AT1G58807;
F4IBG4	AT1G65481;
F4IBH5	AT1G65540;
F4IBJ3	AT1G65681;
F4IBJ7	AT1G65700;
F4IBQ9	AT1G72250;
F4IBS4	AT1G78600;
F4IBV4	AT1G78800;
F4IC87	AT1G12430;
F4ICA0	AT1G18550;
F4ICD9	AT1G18830;
F4IDQ5	AT1G06660;
F4IDY7	AT1G18950;
F4IE65	AT1G26360;
F4IEY4	AT1G72740;
F4IEZ6	AT1G72830;
F4IF83	AT1G79650;
F4IF87	AT1G79670;
F4IFF3	AT2G14050;
F4IFZ9	AT2G39800;
F4IG09	AT2G39850;
F4IG60	AT2G45450;
F4IGA5	AT2G05120;
F4IGH3	AT2G21070;
F4IGL2	AT2G21300;
F4IGR4	AT2G27720;
F4IGU3	AT2G34010;
F4IH36	AT2G40430;
F4IHI1	AT2G21470;
F4IHJ0	AT2G21520;
F4IIJ2	AT2G21940;
F4IIK6	AT2G22040;
F4IJ77	AT2G46620;
F4IJ79	AT2G46640;
F4IJ86	AT2G46680;
F4IJA6	AT2G06510;
F4IJK6	AT2G22610;
F4IK69	AT2G47090;
F4IKE6	AT2G22670;
F4IKQ3	AT2G29530;
F4IL05	AT2G41750;
F4IL57	AT2G47500;
F4ILN8	AT2G29890;
F4ILR7	AT2G35920;
F4ILT1	AT2G36010;
F4ILY9	AT2G42005;
F4IM84	AT2G01130;
F4IMK2	AT2G23550;
F4IMK4	AT2G23570;
F4IMT3	AT2G30390;
F4IN58	AT2G48060;
F4IN78	AT2G48160;
F4INF9	AT2G07690;
F4INW9	AT2G30690;
F4INY4	AT2G30800;
F4IPM3	AT2G24300;
F4IQ05	AT2G37130;
F4IQ18	AT2G37210;
F4IQG2	AT2G18190;
F4IQG4	AT2G18196;
F4IQH8	AT2G18300;
F4ISN5	AT2G25760;
F4ISP4	AT2G25840;
F4IT48	AT2G44120;
F4ITF6	AT2G19690;
F4ITQ0	AT2G32390;
F4ITZ0	AT2G38880;
F4IU09	AT2G38960;
F4IUE7	AT2G20120;
F4IUJ7	AT2G26410;
F4IV45	AT2G44980;
F4IVF9	AT2G20570;
F4IVM7	AT2G26980;
F4IVN9	AT2G27035;
F4IVT2	AT2G33340;
F4IVU1	AT2G33385;
F4IW10	AT2G45030;
F4IW45	AT2G45280;
F4IW73	AT3G14570;
F4IWG2	AT3G27325;
F4IWU4	AT3G55370;
F4IWW1	AT3G55480;
F4IXE4	AT3G14950;
F4IXJ7	AT3G21350;
F4IXL8	AT3G21500;
F4IYM6	
F4IZ82	AT3G49860;
F4IZM8	AT3G63070;
F4J0A6	AT3G28480;
F4J0A8	AT3G28490;
F4J1B3	AT3G09770;
F4J1E5	AT3G15980;
F4J1G1	AT3G16130;
F4J1I8	AT3G16360;
F4J1L5	AT3G22690;
F4J1N5	AT3G22860;
F4J2B8	AT3G03773;
F4J2M6	AT3G10310;
F4J394	AT3G51150;
F4J3A9	AT3G51270;
F4J3D9	AT3G57470;
F4J3G5	AT3G57680;
F4J3H7	AT3G57770;
F4J3P7	AT3G04450;
F4J3S1	AT3G10440;
F4J3S6	AT3G10480;
F4J424	AT3G23380;
F4J4I9	AT3G51770;
F4J4L4	AT3G57940;
F4J4W3	AT3G04770;
F4J4Y5	AT3G10820;
F4J5M9	AT3G51890;
F4J5R9	AT3G52140;
F4J6A1	AT3G11400;
F4J6A8	AT3G11450;
F4J6I5	
F4J6I6	
F4J6N7	AT3G30580;
F4J6T7	AT3G45940;
F4J6V1	AT3G52250;
F4J705	AT3G58780;
F4J738	AT3G59020;
F4J7P7	AT3G24560;
F4J7S8	AT3G24840;
F4J849	AT3G52880;
F4J8A5	AT3G59410;
F4J8K0	AT3G11945;
F4J8L3	AT3G12020;
F4J8V5	AT3G18770;
F4J912	AT3G25520;
F4J9A0	AT3G53180;
F4J9A8	AT3G53240;
F4J9Q6	AT3G12340;
F4JA91	AT3G46840;
F4JAV9	AT3G06400;
F4JBC9	AT3G26060;
F4JBH5	AT3G47340;
F4JBH6	AT3G47340;
F4JBM4	AT3G53780;
F4JBP3	AT3G53930;
F4JC20	AT3G66652;
F4JCF9	AT3G19960;
F4JD57	AT3G02540;
F4JDI6	AT3G20150;
F4JE70	AT3G61220;
F4JEQ1	AT3G20520;
F4JEQ3	AT3G20540;
F4JFJ3	AT3G02060;
F4JFM6	AT3G07740;
F4JFR1	AT3G14110;
F4JG10	AT4G08160;
F4JGB7	AT4G04260;
F4JGL5	AT4G05020;
F4JGU5	AT4G00020;
F4JH46	AT4G00350;
F4JH69	AT4G02030;
F4JHA4	AT4G02260;
F4JHN2	AT4G00820;
F4JHS4	AT4G01100;
F4JI46	AT4G03100;
F4JI68	AT4G03210;
F4JIE0	AT4G14710;
F4JIE1	AT4G14710;
F4JIF4	AT4G14760;
F4JIF9	AT4G14800;
F4JIG1	AT4G14805;
F4JIJ7	AT4G20970;
F4JIK2	AT4G20990;
F4JIK9	AT4G21060;
F4JIM7	AT4G21150;
F4JIU9	AT4G27410;
F4JJ94	AT4G09000;
F4JJE5	AT4G15165;
F4JJH4	AT4G21323;
F4JJH5	AT4G21326;
F4JJL8	AT4G21640;
F4JJP9	AT4G27630;
F4JKI3	AT4G28130;
F4JKQ7	AT4G09640;
F4JL60	AT4G22340;
F4JL85	AT4G28365;
F4JL89	AT4G28395;
F4JLJ2	AT4G10060;
F4JLM5	AT4G10320;
F4JLS1	AT4G16310;
F4JM86	AT4G35090;
F4JMI5	AT4G16600;
F4JMJ1	AT4G16660;
F4JMJ3	AT4G16680;
F4JMV6	AT4G29150;
F4JN00	AT4G35335;
F4JN05	AT4G35380;
F4JN38	AT4G35600;
F4JNK0	AT4G23450;
F4JNL3	AT4G23520;
F4JNU6	AT4G35790;
F4JNU8	AT4G35810;
F4JNX2	AT4G35985;
F4JPJ7	AT4G30190;
F4JPR7	AT4G11740;
F4JPT1	
F4JPX3	AT4G17660;
F4JQ51	AT4G24170;
F4JQG2	AT4G36690;
F4JQW5	AT4G24400;
F4JQX4	AT4G24470;
F4JQY4	AT4G24520;
F4JR57	AT4G31000;
F4JR91	AT4G37060;
F4JRC5	AT4G37290;
F4JRE0	AT4G12650;
F4JRF5	AT4G12750;
F4JRJ6	AT4G18465;
F4JRM5	AT4G18710;
F4JRP0	AT4G18820;
F4JRP8	AT4G24790;
F4JRX3	AT4G31210;
F4JS04	AT4G31420;
F4JS33	AT4G37520;
F4JSU0	AT4G37780;
F4JSZ5	AT4G38200;
F4JT64	AT4G19410;
F4JT78	AT4G19500;
F4JT82	AT4G19520;
F4JT98	AT4G25515;
F4JTB2	AT4G25640;
F4JTD2	AT4G25730;
F4JTI1	AT4G32070;
F4JTJ6	AT4G32180;
F4JTK8	AT4G38220;
F4JTL6	AT4G38240;
F4JTV4	AT4G13940;
F4JTV5	AT4G13940;
F4JU14	AT4G19960;
F4JUE3	AT4G38590;
F4JUI9	AT4G38950;
F4JUL8	AT4G14147;
F4JUQ2	AT4G14310;
F4JV33	AT4G32650;
F4JV59	AT4G32820;
F4JVA6	AT4G39170;
F4JVA9	AT4G39180;
F4JVJ1	AT4G14670;
F4JVX1	AT4G33050;
F4JVY8	AT4G33150;
F4JW33	AT4G39540;
F4JW69	AT5G04230;
F4JW80	AT5G04310;
F4JWF6	AT5G11200;
F4JWS8	AT5G25450;
F4JX00	AT5G41310;
F4JXF0	AT5G59980;
F4JXF8	AT5G60040;
F4JXF9	AT5G60040;
F4JXG7	AT5G60100;
F4JXK3	AT5G65780;
F4JXM5	AT5G65930;
F4JY69	AT5G25620;
F4JY76	AT5G25754;AT5G25757;
F4JYE1	AT5G35360;
F4JYQ5	AT5G53850;
F4JYQ6	AT5G53850;
F4JYZ8	AT5G60470;
F4JZ68	AT5G66310;
F4JZI4	AT5G18830;
F4JZL7	AT5G19090;
F4JZT3	AT5G26594;
F4K020	AT5G42100;
F4K0A7	AT5G54280;
F4K0D0	AT5G54500;
F4K0F7	AT5G60640;
F4K116	AT5G13000;
F4K124	AT5G19280;
F4K1A8	AT5G26749;
F4K1B4	AT5G26770;
F4K1L3	AT5G42540;
F4K265	AT5G66930;
F4K2F0	AT5G13020;
F4K2M8	AT5G19840;
F4K2U8	AT5G27210;
F4K3D6	AT5G55160;
F4K3F5	AT5G55300;
F4K3X8	AT5G06670;
F4K3Z6	AT5G13530;
F4K409	AT5G13650;
F4K455	AT5G20160;
F4K460	AT5G20170;
F4K470	AT5G20250;
F4K487	AT5G20360;
F4K493	AT5G20420;
F4K494	AT5G20430;
F4K4C5	AT5G27550;
F4K4D5	AT5G27640;
F4K4L7	AT5G43130;
F4K4Q2	AT5G49030;
F4K4T3	AT5G49290;
F4K536	AT5G62000;
F4K5L5	AT5G20680;
F4K5M5	AT5G20730;
F4K5R6	AT5G27945;
F4K5T4	AT5G28040;
F4K657	AT5G49550;
F4K6R7	AT5G14345;
F4K6Y8	AT5G21060;
F4K7C4	AT5G43900;
F4K7F6	AT5G49840;
F4K7T6	AT5G62790;
F4K802	AT5G01270;
F4K873	AT5G14740;
F4K875	AT5G14740;
F4K8T6	AT5G44240;
F4K8Y4	AT5G50375;
F4K956	AT5G56980;
F4K9K2	AT5G08080;
F4K9L3	AT5G08130;
F4K9Q6	AT5G15250;
F4KAQ2	AT5G63460;
F4KAQ8	AT5G63510;
F4KAU9	AT5G01760;
F4KB75	AT5G15700;
F4KB79	AT5G15725;
F4KBF3	AT5G23050;
F4KBY0	AT5G51310;
F4KC69	AT5G63960;
F4KCF4	AT5G02560;
F4KCI3	AT5G09230;
F4KDA6	AT5G51545;
F4KDD7	AT5G51795;
F4KE21	AT5G16390;
F4KEA4	AT5G23770;
F4KED2	AT5G30500;
F4KEH2	AT5G39580;
F4KEL0	AT5G45640;
F4KEM0	AT5G45720;
F4KEX3	AT5G58330;
F4KF16	AT5G64600;
F4KF65	AT5G03070;
F4KFC7	AT5G09850;
F4KFG2	AT5G10070;
F4KFQ9	AT5G24150;
F4KFS5	AT5G24280;
F4KFU8	AT5G39770;
F4KG14	AT5G46070;
F4KGD4	AT5G58820;
F4KGE8	AT5G58960;
F4KGH1	AT5G65020;
F4KGH9	AT5G65070;
F4KGS3	AT5G10240;
F4KGX7	AT5G17230;
F4KH40	AT5G24360;
F4KH41	AT5G24360;
F4KH89	AT5G33210;
F4KHF4	AT5G46290;
F4KHG8	AT5G46400;
F4KHX1	AT5G65310;
F4KHY7	AT5G65430;
F4KI00	AT5G65530;
F4KIA8	AT5G10800;
F4KIM7	AT5G25100;
F4KIN4	AT5G34780;
F4KJ05	AT5G53120;
F4KJ62	AT5G59440;
F4KJA1	AT5G59750;
G1C2Z2	
G1FKV9	AT5G09870;
K9MEQ3	
L7USG8	
O03982	AT1G01490;
O04084	AT1G11080;
O04086	AT1G11050;
O04089	AT1G10970;
O04093	AT1G10920;
O04204	AT2G40010;
O04249	AT4G02050;
O04253	AT4G02130;
O04259	AT4G02200;
O04289	AT4G02700;
O04310	AT3G16460;
O04311	AT3G16450;
O04312	AT3G16440;
O04319	AT3G16380;
O04326	AT3G16310;
O04341	AT2G30540;
O04351	AT2G30400;
O04421	AT2G43640;
O04450	AT1G24510;
O04469	AT1G65520;
O04478	AT1G65610;
O04487	AT1G09640;
O04496	AT1G09750;
O04514	AT1G09930;
O04536	AT1G70090;
O04582	AT1G62170;
O04590	AT1G62260;
O04603	AT4G01310;
O04609	AT4G01250;
O04647	AT5G27270;
O04652	AT5G27200;
O04656	AT5G27140;
O04658	AT5G27120;
O04834	AT4G02080;
O04848	AT1G08880;
O04904	AT4G22930;
O22176	AT2G23320;
O22182	AT2G23260;
O22184	AT2G23230;
O22187	AT2G23200;
O22190	AT2G23170;
O22193	AT2G23140;
O22194	AT2G23130;
O22199	AT2G40850;
O22211	
O22224	AT2G41620;
O22243	AT2G47680;
O22244	AT2G47670;
O22252	AT2G47600;
O22255	AT2G47560;
O22283	AT2G39720;
O22285	AT2G39750;
O22397	AT2G30070;
O22433	AT3G15353;
O22469	AT4G35050;
O22588	AT1G17810;
O22622	AT2G35520;
O22633	AT5G55850;
O22683	AT3G23490;
O22693	AT1G60470;
O22711	AT1G60740;
O22718	AT1G60810;
O22757	AT2G17480;
O22773	AT4G02530;
O22779	AT2G33270;
O22795	AT2G33450;
O22798	AT2G33480;
O22802	AT2G33520;
O22818	AT2G43860;
O22820	AT2G43840;
O22824	AT2G43800;
O22827	AT2G43760;
O22841	AT2G43620;
O22842	AT2G43610;
O22845	AT2G43290;
O22864	AT2G43500;
O22866	AT2G43520;
O22867	AT2G43530;
O22869	AT2G43550;
O22874	AT2G40610;
O22882	AT2G40530;
O22899	AT2G47250;
O22900	AT2G47260;
O22907	AT2G47330;
O22928	AT2G30320;
O22944	AT2G41760;
O22951	AT2G33980;
O22960	AT2G34070;
O23010	
O23016	AT1G04690;
O23024	AT1G04610;
O23034	AT1G05350;
O23039	AT1G05300;
O23076	AT4G00260;
O23082	AT4G00960;
O23095	AT4G00810;
O23100	AT4G00760;
O23115	AT5G21120;
O23174	AT4G37120;
O23207	AT4G36750;
O23208	AT4G36740;
O23210	AT4G36710;
O23225	AT4G36550;
O23239	AT4G36410;
O23262	AT4G14010;
O23277	AT4G14180;
O23320	AT4G14640;
O23341	AT4G14860;
O23357	AT4G15040;
O23364	AT4G15100;
O23373	AT4G15200;
O23379	AT4G15250;
O23386	AT4G15320;
O23390	AT4G15370;
O23406	AT4G15550;
O23417	AT4G15660;
O23419	AT4G15680;
O23420	AT4G15690;
O23421	AT4G15700;
O23429	AT4G15780;
O23487	AT4G16430;
O23515	AT4G16720;
O23561	AT4G17160;
O23569	AT4G17260;
O23593	AT4G17520;
O23624	AT5G24860;
O23651	AT4G15870;
O23657	AT1G43890;
O23660	AT2G33780;
O23685	AT4G35410;
O23693	AT1G11000;
O24457	AT1G01090;
O24598	AT2G43580;
O24653	AT3G59920;
O24654	AT2G43600;
O24658	AT2G43590;
O48520	AT2G42120;
O48534	AT2G42270;
O48549	AT4G31700;
O48639	AT5G43360;
O48671	AT2G21600;
O48684	AT1G24170;
O48700	AT1G24330;
O48722	AT2G26550;
O48779	AT2G32860;
O48781	AT2G26660;
O48788	AT2G26730;
O48832	AT2G17840;
O48842	AT2G32750;
O48843	AT2G32740;
O48850	AT2G32670;
O48962	AT1G20050;
O49195	AT5G24780;
O49279	AT1G76920;
O49286	AT1G77000;
O49289	AT1G77030;
O49303	AT1G23140;
O49313	AT2G33220;
O49318	AT2G33170;
O49320	AT2G33130;
O49323	AT2G33100;
O49325	AT2G33080;
O49340	AT2G30750;
O49342	AT2G30770;
O49344	AT2G30790;
O49352	AT5G20330;
O49353	AT5G20340;
O49413	AT4G19000;
O49423	AT4G19960;
O49460	AT4G28510;
O49471	AT4G19530;
O49513	AT4G18430;
O49515	AT4G18450;
O49552	AT4G21100;
O49586	AT4G31370;
O49603	AT5G64620;
O49607	AT4G34980;
O49608	AT4G34990;
O49613	AT4G35060;
O49621	AT4G02600;
O49639	AT4G22340;
O49645	AT4G22640;
O49653	
O49691	AT4G17920;
O49697	AT4G17980;
O49707	AT4G21840;
O49710	AT4G21870;
O49730	AT4G18270;
O49741	AT2G45050;
O49743	AT3G60530;
O50039	AT1G75330;
O50064	AT5G48460;
O64380	AT1G22760;
O64481	AT2G19170;
O64497	AT1G04070;
O64510	AT2G02720;
O64511	AT2G02710;
O64515	AT1G79360;
O64519	AT1G79320;
O64538	AT1G79130;
O64564	AT2G19310;
O64583	AT2G34740;
O64592	AT1G70440;
O64635	AT2G45550;
O64636	AT2G45560;
O64637	AT2G45570;
O64639	AT2G45590;
O64650	AT2G45710;
O64687	AT2G34600;
O64688	AT2G34590;
O64702	AT2G34450;
O64703	AT2G34440;
O64725	AT2G02510;
O64733	AT2G30140;
O64741	AT2G30040;
O64745	AT2G34810;
O64747	AT2G34830;
O64748	AT2G34840;
O64753	AT2G34890;
O64759	AT2G34960;
O64762	AT2G34990;
O64769	AT2G35060;
O64773	AT1G61470;
O64790	AT1G61300;
O64814	AT2G23050;
O64824	AT2G23780;
O64837	AT2G23640;
O64843	AT2G26280;
O64851	AT2G26190;
O64862	AT2G44270;
O64875	AT2G44410;
O64882	AT2G44480;
O64886	AT2G44520;
O65023	AT3G51870;
O65154	AT5G09250;
O65252	AT5G26700;
O65268	AT4G00590;
O65269	AT4G00600;
O65271	AT4G00620;
O65373	AT1G12060;
O65388	AT1G11920;
O65394	
O65402	AT5G24160;
O65403	AT5G24140;
O65404	AT5G24150;
O65420	AT4G21550;
O65421	AT4G21560;
O65434	AT4G20200;
O65458	AT4G22100;
O65469	AT4G23170;
O65472	AT4G23200;
O65483	AT4G23320;
O65515	AT4G36240;
O65567	AT4G30825;
O65571	AT4G29620;
O65590	AT4G26440;
O65595	AT4G26390;
O65621	AT4G37970;
O65628	AT4G35910;
O65648	AT4G36110;
O65657	AT4G39700;
O65665	AT4G39780;
O65679	AT4G34540;
O65688	AT4G34650;
O65695	AT4G34760;
O65704	AT4G19330;
O65709	AT4G19380;
O65787	AT2G24180;
O65788	AT1G13080;
O78318	
O80475	AT2G23590;
O80483	AT1G09240;
O80489	AT1G09180;
O80492	AT1G09160;
O80493	AT1G09157;
O80505	AT2G44660;
O80513	AT2G44740;
O80518	AT1G09350;
O80526	AT1G09430;
O80542	AT1G22810;
O80567	AT2G43970;
O80574	AT2G44040;
O80580	AT2G44110;
O80622	AT2G03090;
O80623	AT2G39360;
O80638	AT2G39510;
O80654	AT1G77200;
O80662	AT1G77290;
O80674	AT2G41130;
O80731	AT2G46930;
O80738	AT1G60140;
O80739	AT1G60160;
O80742	AT1G60190;
O80760	AT1G60390;
O80770	AT2G34210;
O80866	AT2G31020;
O80877	AT2G29950;
O80891	AT2G32540;
O80898	AT2G32610;
O80899	AT2G32620;
O80905	AT2G38460;
O80915	AT2G38360;
O80919	AT2G38320;
O80927	AT2G37580;
O80932	AT2G37640;
O80942	AT2G37740;
O80946	AT2G39350;
O80948	AT2G39330;
O80949	AT2G39320;
O80950	AT2G39310;
O80958	AT2G39230;
O80970	AT2G14820;
O80994	AT2G26020;
O80995	AT2G26010;
O81000	AT2G22830;
O81003	AT2G22860;
O81006	AT2G22890;
O81009	AT2G22920;
O81024	AT2G26830;
O81025	AT2G26820;
O81030	AT2G46740;
O81032	AT2G46760;
O81037	AT2G46810;
O81039	AT2G46840;
O81053	AT2G03210;
O81072	AT2G29040;
O81097	AT1G54250;
O81123	AT3G12750;
O81153	AT1G77440;
O81312	AT4G00110;
O81464	AT4G08570;
O81629	AT4G10840;
O81643	AT2G29890;
O81716	AT2G25070;
O81760	AT4G33920;
O81765	AT4G33970;
O81778	AT4G31690;
O81829	AT4G27260;
O81831	AT4G27280;
O81834	AT4G27310;
O81850	AT4G19680;
O81864	AT4G19830;
O81898	AT4G21310;
O81914	AT1G02250;
O82081	AT2G32300;
O82083	AT1G08500;
O82155	AT1G51700;
O82179	AT2G35120;
O82189	AT2G19920;
